yard,week,pot_id,pot_order,pot_row,pot_col,rnd_seed,date,combination,mono_hetero,nitrogen,plant_num,plant_species,leaves_emerged,leaves_emerging,leaves_dead,leaf_height,leaf_width,dead,resprout,notes,check notes
AUS,1,033_N_CnCn_AUS,35,2,6,1,7/20/2020,,,,2,Chamaecrista nictitans,3,3,0,2.1,2,N,N,,
AUS,1,008_X_EpEp_AUS,36,2,5,1,7/20/2020,,,,1,Eutrochium fistulosum,0,2,8,NA,NA,N,N,,
AUS,1,008_X_EpEp_AUS,36,2,5,1,7/20/2020,,,,2,Eutrochium fistulosum,0,0,0,NA,NA,Y,N,pretty sure this one is dead,
AUS,1,051_N_CnEv_AUS,37,2,4,1,7/20/2020,,,,1,Chamaecrista nictitans,36,15,1,4,3.1,N,N,leaf folded: possible measurement innacuacy,
AUS,1,051_N_CnEv_AUS,37,2,4,1,7/20/2020,,,,2,Elymus virginicus,4,2,2,14.1,0.5,N,N,,
AUS,1,021_X_CnEv_AUS,38,2,3,1,7/20/2020,,,,1,Chamaecrista nictitans,21,8,0,4,2.5,N,N,,
AUS,1,021_X_CnEv_AUS,38,2,3,1,7/20/2020,,,,2,Elymus virginicus,6,2,1,17.6,0.65,N,N,,
AUS,1,040_N_EpEp_AUS,39,2,2,1,7/20/2020,,,,1,Eutrochium fistulosum,0,0,0,NA,NA,Y,N,pretty sure this one is dead,
AUS,1,040_N_EpEp_AUS,39,2,2,1,7/20/2020,,,,2,Eutrochium fistulosum,6,4,3,2.1,1.3,N,N,,
AUS,1,041_N_EvEv_AUS,40,2,1,1,7/20/2020,,,,1,Elymus virginicus,3,1,2,14.6,0.39,N,N,,
AUS,1,041_N_EvEv_AUS,40,2,1,1,7/20/2020,,,,2,Elymus virginicus,1,2,3,9.8,0.32,N,N,,
AUS,1,055_N_CnEv_AUS,41,3,1,1,7/20/2020,,,,1,Chamaecrista nictitans,28,11,0,2.8,2.9,N,N,,
AUS,1,055_N_CnEv_AUS,41,3,1,1,7/20/2020,,,,2,Elymus virginicus,4,1,1,1.55,0.25,N,N,,
AUS,1,039_N_EpEp_AUS,42,3,2,1,7/20/2020,,,,1,Eutrochium fistulosum,12,6,3,1.4,1,N,N,,
AUS,1,039_N_EpEp_AUS,42,3,2,1,7/20/2020,,,,2,Eutrochium fistulosum,10,6,4,2.1,1.25,N,N,,
AUS,1,018_X_CnEp_AUS,43,3,3,1,7/20/2020,,,,1,Chamaecrista nictitans,6,3,0,2.8,2,N,N,"leaves were closed, possilbe measurement inaccuracy",
AUS,1,018_X_CnEp_AUS,43,3,3,1,7/20/2020,,,,2,Eutrochium fistulosum,0,0,6,NA,NA,N,N,,
AUS,1,020_X_CnEp_AUS,44,3,4,1,7/20/2020,,,,1,Chamaecrista nictitans,32,8,0,3.01,2.1,N,N,,
AUS,1,020_X_CnEp_AUS,44,3,4,1,7/20/2020,,,,2,Eutrochium fistulosum,4,2,1,1.3,1.2,N,N,,
AUS,1,059_N_EpEv_AUS,45,3,5,1,7/20/2020,,,,1,Eutrochium fistulosum,0,10,4,NA,NA,N,N,,
AUS,1,059_N_EpEv_AUS,45,3,5,1,7/20/2020,,,,2,Elymus virginicus,3,1,2,13.2,0.35,N,N,,
AUS,1,044_N_EvEv_AUS,46,3,6,1,7/20/2020,,,,1,Elymus virginicus,5,1,1,17.5,0.3,N,N,,
AUS,1,044_N_EvEv_AUS,46,3,6,1,7/20/2020,,,,2,Elymus virginicus,4,1,3,11.7,0.35,N,N,,
AUS,1,057_N_EpEv_AUS,47,3,7,1,7/20/2020,,,,1,Eutrochium fistulosum,0,5,0,NA,NA,N,N,,
AUS,1,057_N_EpEv_AUS,47,3,7,1,7/20/2020,,,,2,Elymus virginicus,4,1,0,12.7,0.29,N,N,,
AUS,1,042_N_EvEv_AUS,48,3,8,1,7/20/2020,,,,1,Elymus virginicus,3,2,1,15.5,0.6,N,N,,
AUS,1,042_N_EvEv_AUS,48,3,8,1,7/20/2020,,,,2,Elymus virginicus,4,2,1,15.1,0.4,N,N,,
AUS,1,022_X_CnEv_AUS,49,3,9,1,7/20/2020,,,,1,Chamaecrista nictitans,21,6,0,4.1,2.1,N,N,,
AUS,1,022_X_CnEv_AUS,49,3,9,1,7/20/2020,,,,2,Elymus virginicus,4,1,3,14.3,0.55,N,N,,
AUS,1,006_X_EpEp_AUS,50,3,10,1,7/20/2020,,,,1,Eutrochium fistulosum,4,6,8,1.43,0.8,N,N,,
AUS,1,006_X_EpEp_AUS,50,3,10,1,7/20/2020,,,,2,Eutrochium fistulosum,9,3,5,3,1.3,N,N,,
AUS,1,053_N_CnEv_AUS,51,3,11,1,7/20/2020,,,,1,Chamaecrista nictitans,10,10,0,2.5,2.7,N,N,,
AUS,1,053_N_CnEv_AUS,51,3,11,1,7/20/2020,,,,2,Elymus virginicus,2,2,2,11.7,0.3,N,N,,
AUS,1,004_X_CnCn_AUS,52,3,12,1,7/20/2020,,,,1,Chamaecrista nictitans,48,27,0,3.48,2,N,N,,
AUS,1,004_X_CnCn_AUS,52,3,12,1,7/20/2020,,,,2,Chamaecrista nictitans,6,2,0,3,2.1,N,N,,
AUS,1,015_X_EvEv_AUS,53,3,13,1,7/20/2020,,,,1,Elymus virginicus,6,1,1,14,0.55,N,N,,
AUS,1,015_X_EvEv_AUS,53,3,13,1,7/20/2020,,,,2,Elymus virginicus,3,1,2,10,0.28,N,N,,
AUS,1,013_X_EvEv_AUS,54,3,14,1,7/20/2020,,,,1,Elymus virginicus,5,1,2,11.5,0.3,N,N,,
AUS,1,013_X_EvEv_AUS,54,3,14,1,7/20/2020,,,,2,Elymus virginicus,5,1,0,13.39,0.3,N,N,,
AUS,1,030_X_EpEv_AUS,55,3,15,1,7/20/2020,,,,1,Eutrochium fistulosum,0,1,0,NA,NA,N,N,,
AUS,1,030_X_EpEv_AUS,55,3,15,1,7/20/2020,,,,2,Elymus virginicus,5,1,1,13.6,0.4,N,N,,
AUS,1,046_N_CnEp_AUS,56,3,16,1,7/20/2020,,,,1,Chamaecrista nictitans,19,8,0,2.7,1,N,N,leaf folded: possible measurement innacuacy,
AUS,1,046_N_CnEp_AUS,56,3,16,1,7/20/2020,,,,2,Eutrochium fistulosum,0,0,0,NA,NA,Y,N,pretty sure this one is dead,
AUS,1,007_X_EpEp_AUS,57,3,17,1,7/20/2020,,,,1,Eutrochium fistulosum,0,8,0,NA,NA,N,N,,
AUS,1,007_X_EpEp_AUS,57,3,17,1,7/20/2020,,,,2,Eutrochium fistulosum,0,0,0,0,0,Y,N,pretty sure this one is dead,
AUS,1,047_N_CnEp_AUS,58,3,18,1,7/20/2020,,,,1,Chamaecrista nictitans,5,4,0,1.5,1.3,N,N,leaf folded: possible measurement innacuacy,
AUS,1,047_N_CnEp_AUS,58,3,18,1,7/20/2020,,,,2,Eutrochium fistulosum,0,0,0,NA,NA,Y,N,pretty sure this one is dead,
AUS,1,035_N_CnCn_AUS,59,3,19,1,7/20/2020,,,,1,Chamaecrista nictitans,14,4,0,2.9,1.9,N,N,,
AUS,1,035_N_CnCn_AUS,59,3,19,1,7/20/2020,,,,2,Chamaecrista nictitans,20,11,0,3.6,2.4,N,N,,
AUS,1,019_X_CnEp_AUS,60,3,20,1,7/20/2020,,,,1,Chamaecrista nictitans,8,6,1,3.2,1.6,N,N,"leaves were closed, possilbe measurement inaccuracy",
AUS,1,019_X_CnEp_AUS,60,3,20,1,7/20/2020,,,,2,Eutrochium fistulosum,7,10,2,5.9,2.9,N,N,,
AUS,2,031_N_CnCn_AUS,1,1,1,2,7/27/2020,,,,1,Chamaecrista nictitans,3,1,2,2.05,2,N,N,,
AUS,2,031_N_CnCn_AUS,1,1,1,2,7/27/2020,,,,2,Chamaecrista nictitans,27,13,0,3.7,2.2,N,N,,
AUS,2,055_N_CnEv_AUS,2,1,2,2,7/27/2020,,,,1,Chamaecrista nictitans,10,7,0,2.4,2.2,N,N,,
AUS,2,055_N_CnEv_AUS,2,1,2,2,7/27/2020,,,,2,Elymus virginicus,4,1,1,10.29,0.31,N,N,,
AUS,2,043_N_EvEv_AUS,3,1,3,2,7/27/2020,,,,1,Elymus virginicus,3,1,4,9.89,0.3,N,N,,
AUS,2,043_N_EvEv_AUS,3,1,3,2,7/27/2020,,,,2,Elymus virginicus,4,1,2,11.1,0.29,N,N,,
AUS,2,020_X_CnEp_AUS,4,1,4,2,7/27/2020,,,,1,Chamaecrista nictitans,42,10,0,3.25,3.6,N,N,,
AUS,2,020_X_CnEp_AUS,4,1,4,2,7/27/2020,,,,2,Eutrochium fistulosum,8,6,0,2.3,1.9,N,N,,
AUS,2,030_X_EpEv_AUS,5,1,5,2,7/27/2020,,,,1,Eutrochium fistulosum,0,6,0,NA,NA,N,N,,
AUS,2,030_X_EpEv_AUS,5,1,5,2,7/27/2020,,,,2,Elymus virginicus,5,1,2,10.8,0.3,N,N,,
AUS,2,024_X_CnEv_AUS,6,1,6,2,7/27/2020,,,,1,Chamaecrista nictitans,20,7,2,1.6,1.7,N,N,,
AUS,2,024_X_CnEv_AUS,6,1,6,2,7/27/2020,,,,2,Elymus virginicus,4,1,2,11,0.4,N,N,,
AUS,2,007_X_EpEp_AUS,7,1,7,2,7/27/2020,,,,1,Eutrochium fistulosum,12,6,0,1.7,1.2,N,N,,
AUS,2,007_X_EpEp_AUS,7,1,7,2,7/27/2020,,,,2,Eutrochium fistulosum,0,0,0,NA,NA,Y,N,dead,
AUS,2,059_N_EpEv_AUS,8,1,8,2,7/27/2020,,,,1,Eutrochium fistulosum,0,0,3,NA,NA,Y,N,dead,
AUS,2,059_N_EpEv_AUS,8,1,8,2,7/27/2020,,,,2,Elymus virginicus,3,1,4,12.6,0.3,N,N,,
AUS,2,014_X_EvEv_AUS,9,1,9,2,7/27/2020,,,,1,Elymus virginicus,5,1,1,11.3,0.29,N,N,,
AUS,2,014_X_EvEv_AUS,9,1,9,2,7/27/2020,,,,2,Elymus virginicus,3,1,2,13.43,0.3,N,N,,
AUS,2,004_X_CnCn_AUS,10,1,10,2,7/27/2020,,,,1,Chamaecrista nictitans,24,13,0,2.83,2.6,N,N,,
AUS,2,004_X_CnCn_AUS,10,1,10,2,7/27/2020,,,,2,Chamaecrista nictitans,8,4,0,2.8,2.6,N,N,,
AUS,2,060_N_EpEv_AUS,11,1,11,2,7/27/2020,,,,1,Eutrochium fistulosum,0,3,6,NA,NA,N,Y,"main stalk dead, very small resprouts",
AUS,2,060_N_EpEv_AUS,11,1,11,2,7/27/2020,,,,2,Elymus virginicus,5,1,0,12.4,0.3,N,N,,
AUS,2,001_X_CnCn_AUS,12,1,12,2,7/27/2020,,,,1,Chamaecrista nictitans,18,6,0,3.3,2.4,N,N,,
AUS,2,001_X_CnCn_AUS,12,1,12,2,7/27/2020,,,,2,Chamaecrista nictitans,26,7,0,3.1,2,N,N,,
AUS,2,025_X_CnEv_AUS,13,1,13,2,7/27/2020,,,,1,Chamaecrista nictitans,32,13,0,4.3,2.5,N,N,,
AUS,2,025_X_CnEv_AUS,13,1,13,2,7/27/2020,,,,2,Elymus virginicus,6,1,2,14.1,0.41,N,N,,
AUS,2,035_N_CnCn_AUS,14,1,14,2,7/27/2020,,,,1,Chamaecrista nictitans,22,7,2,3.5,1.9,N,N,,
AUS,2,035_N_CnCn_AUS,14,1,14,2,7/27/2020,,,,2,Chamaecrista nictitans,33,15,0,4,2.2,N,N,,
AUS,2,039_N_EpEp_AUS,15,1,15,2,7/27/2020,,,,1,Eutrochium fistulosum,16,8,1,1.9,1.2,N,N,,
AUS,2,039_N_EpEp_AUS,15,1,15,2,7/27/2020,,,,2,Eutrochium fistulosum,13,16,3,3.3,2.25,N,N,,
AUS,2,022_X_CnEv_AUS,16,1,16,2,7/27/2020,,,,1,Chamaecrista nictitans,33,11,0,4,2.85,N,N,,
AUS,2,022_X_CnEv_AUS,16,1,16,2,7/27/2020,,,,2,Elymus virginicus,4,2,2,13.6,0.5,N,N,,
AUS,2,058_N_EpEv_AUS,17,1,17,2,7/27/2020,,,,1,Eutrochium fistulosum,20,60,5,7.2,3.5,N,N,,
AUS,2,058_N_EpEv_AUS,17,1,17,2,7/27/2020,,,,2,Elymus virginicus,3,1,2,10.7,0.2,N,N,,
AUS,2,026_X_EpEv_AUS,18,1,18,2,7/27/2020,,,,1,Eutrochium fistulosum,0,3,0,NA,NA,N,Y,"main stalk dead, very small resprouts",
AUS,2,026_X_EpEv_AUS,18,1,18,2,7/27/2020,,,,2,Elymus virginicus,4,1,4,13.4,0.4,N,N,,
AUS,2,015_X_EvEv_AUS,19,1,19,2,7/27/2020,,,,1,Elymus virginicus,5,2,2,15.4,0.62,N,N,,
AUS,2,015_X_EvEv_AUS,19,1,19,2,7/27/2020,,,,2,Elymus virginicus,3,2,1,8.6,0.2,N,N,,
AUS,2,041_N_EvEv_AUS,20,1,20,2,7/27/2020,,,,1,Elymus virginicus,4,1,3,13.2,0.35,N,N,,
AUS,2,041_N_EvEv_AUS,20,1,20,2,7/27/2020,,,,2,Elymus virginicus,2,1,2,6.9,0.21,N,N,,
AUS,2,037_N_EpEp_AUS,21,2,20,2,7/27/2020,,,,1,Eutrochium fistulosum,11,6,1,4.55,2.2,N,N,,
AUS,2,037_N_EpEp_AUS,21,2,20,2,7/27/2020,,,,2,Eutrochium fistulosum,0,0,0,NA,NA,Y,N,dead,
AUS,2,054_N_CnEv_AUS,22,2,19,2,7/27/2020,,,,1,Chamaecrista nictitans,12,3,0,2.3,1.9,N,N,,
AUS,2,054_N_CnEv_AUS,22,2,19,2,7/27/2020,,,,2,Elymus virginicus,3,1,1,10.1,0.19,N,N,,
AUS,2,033_N_CnCn_AUS,23,2,18,2,7/27/2020,,,,1,Chamaecrista nictitans,38,28,2,,2.7,N,N,,
AUS,2,033_N_CnCn_AUS,23,2,18,2,7/27/2020,,,,2,Chamaecrista nictitans,9,5,1,1.9,1.5,N,N,,
AUS,2,034_N_CnCn_AUS,24,2,17,2,7/27/2020,,,,1,Chamaecrista nictitans,22,5,2,3.15,2.1,N,N,leaf folded: possible measurement innacuacy,
AUS,2,034_N_CnCn_AUS,24,2,17,2,7/27/2020,,,,2,Chamaecrista nictitans,11,2,1,2.7,2.1,N,N,leaf folded: possible measurement innacuacy,
AUS,2,009_X_EpEp_AUS,25,2,16,2,7/27/2020,,,,1,Eutrochium fistulosum,8,6,13,8.3,3.5,N,N,,
AUS,2,009_X_EpEp_AUS,25,2,16,2,7/27/2020,,,,2,Eutrochium fistulosum,10,12,0,3.8,2.2,N,N,,
AUS,2,047_N_CnEp_AUS,26,2,15,2,7/27/2020,,,,1,Chamaecrista nictitans,12,4,0,1.6,1.7,N,N,,
AUS,2,047_N_CnEp_AUS,26,2,15,2,7/27/2020,,,,2,Eutrochium fistulosum,0,0,0,NA,NA,Y,N,dead,
AUS,2,021_X_CnEv_AUS,27,2,14,2,7/27/2020,,,,1,Chamaecrista nictitans,38,9,o,4.38,2.5,N,N,,
AUS,2,021_X_CnEv_AUS,27,2,14,2,7/27/2020,,,,2,Elymus virginicus,5,2,2,15.8,0.6,N,N,,
AUS,2,011_X_EvEv_AUS,28,2,13,2,7/27/2020,,,,1,Elymus virginicus,3,1,3,11,0.25,N,N,,
AUS,2,011_X_EvEv_AUS,28,2,13,2,7/27/2020,,,,2,Elymus virginicus,4,2,2,11.8,0.25,N,N,,
AUS,2,010_X_EpEp_AUS,29,2,12,2,7/27/2020,,,,1,Eutrochium fistulosum,7,7,8,2.1,1.5,N,N,,
AUS,2,010_X_EpEp_AUS,29,2,12,2,7/27/2020,,,,2,Eutrochium fistulosum,20,11,0,1.4,0.7,N,N,,
AUS,2,051_N_CnEv_AUS,30,2,11,2,7/27/2020,,,,1,Chamaecrista nictitans,13,8,1,2.8,2.2,N,N,,
AUS,2,051_N_CnEv_AUS,30,2,11,2,7/27/2020,,,,2,Elymus virginicus,5,1,3,14.35,0.55,N,N,,
AUS,2,029_X_EpEv_AUS,31,2,10,2,7/27/2020,,,,1,Eutrochium fistulosum,14,8,4,4.4,2.3,N,N,,
AUS,2,029_X_EpEv_AUS,31,2,10,2,7/27/2020,,,,2,Elymus virginicus,4,1,2,11.4,0.5,N,N,,
AUS,2,023_X_CnEv_AUS,32,2,9,2,7/27/2020,,,,1,Chamaecrista nictitans,12,4,0,3.5,1.75,N,N,,
AUS,2,023_X_CnEv_AUS,32,2,9,2,7/27/2020,,,,2,Elymus virginicus,6,1,1,16,0.5,N,N,,
AUS,2,046_N_CnEp_AUS,33,2,8,2,7/27/2020,,,,1,Chamaecrista nictitans,0,0,4,NA,NA,Y,Y,main stalk died after being uprooted by small mammal. seed sprout will be measured from here out,
AUS,2,046_N_CnEp_AUS,33,2,8,2,7/27/2020,,,,2,Eutrochium fistulosum,0,0,0,NA,NA,Y,N,dead,
AUS,2,003_X_CnCn_AUS,34,2,7,2,7/27/2020,,,,1,Chamaecrista nictitans,0,0,12,NA,NA,Y,N,dead,
AUS,2,003_X_CnCn_AUS,34,2,7,2,7/27/2020,,,,2,Chamaecrista nictitans,36,12,0,4.05,1.7,N,N,,
AUS,2,044_N_EvEv_AUS,35,2,6,2,7/27/2020,,,,1,Elymus virginicus,5,1,1,17.5,0.3,N,N,,
AUS,2,044_N_EvEv_AUS,35,2,6,2,7/27/2020,,,,2,Elymus virginicus,4,2,3,11.7,0.3,N,N,,
AUS,2,056_N_EpEv_AUS,36,2,5,2,7/27/2020,,,,1,Eutrochium fistulosum,6,18,7,7.7,3.7,N,N,,
AUS,2,056_N_EpEv_AUS,36,2,5,2,7/27/2020,,,,2,Elymus virginicus,3,1,3,12.05,0.3,N,N,,
AUS,2,013_X_EvEv_AUS,37,2,4,2,7/27/2020,,,,1,Elymus virginicus,5,2,2,10.2,0.3,N,N,,
AUS,2,013_X_EvEv_AUS,37,2,4,2,7/27/2020,,,,2,Elymus virginicus,5,1,1,11.8,0.3,N,N,,
AUS,2,032_N_CnCn_AUS,38,2,3,2,7/27/2020,,,,1,Chamaecrista nictitans,31,12,0,3.05,2.5,N,N,,
AUS,2,032_N_CnCn_AUS,38,2,3,2,7/27/2020,,,,2,Chamaecrista nictitans,45,10,0,3.9,2.3,N,N,,
AUS,2,016_X_CnEp_AUS,39,2,2,2,7/27/2020,,,,1,Chamaecrista nictitans,26,10,0,3.7,2.5,N,N,,
AUS,2,016_X_CnEp_AUS,39,2,2,2,7/27/2020,,,,2,Eutrochium fistulosum,6,18,5,8.1,3.9,N,N,,
AUS,2,057_N_EpEv_AUS,40,2,1,2,7/27/2020,,,,1,Eutrochium fistulosum,0,0,0,NA,NA,Y,N,dead,
AUS,2,057_N_EpEv_AUS,40,2,1,2,7/27/2020,,,,2,Elymus virginicus,3,1,1,9.6,0.3,N,N,,
AUS,2,040_N_EpEp_AUS,41,3,1,2,7/27/2020,,,,1,Eutrochium fistulosum,0,0,0,NA,NA,Y,N,dead,
AUS,2,040_N_EpEp_AUS,41,3,1,2,7/27/2020,,,,2,Eutrochium fistulosum,10,5,4,3.2,2.2,N,N,,
AUS,2,002_X_CnCn_AUS,42,3,2,2,7/27/2020,,,,1,Chamaecrista nictitans,32,11,1,4.8,2.6,N,N,,
AUS,2,002_X_CnCn_AUS,42,3,2,2,7/27/2020,,,,2,Chamaecrista nictitans,28,9,0,2.2,2.2,N,N,,
AUS,2,017_X_CnEp_AUS,43,3,3,2,7/27/2020,,,,1,Chamaecrista nictitans,17,5,1,2.6,1.6,N,N,,
AUS,2,017_X_CnEp_AUS,43,3,3,2,7/27/2020,,,,2,Eutrochium fistulosum,4,2,0,1.5,1,N,Y,main stalk dead. measured resprout,
AUS,2,052_N_CnEv_AUS,44,3,4,2,7/27/2020,,,,1,Chamaecrista nictitans,0,0,3,NA,NA,Y,N,dead,
AUS,2,052_N_CnEv_AUS,44,3,4,2,7/27/2020,,,,2,Elymus virginicus,5,1,3,11.9,0.25,N,N,,
AUS,2,008_X_EpEp_AUS,45,3,5,2,7/27/2020,,,,1,Eutrochium fistulosum,0,0,0,NA,NA,Y,N,dead,
AUS,2,008_X_EpEp_AUS,45,3,5,2,7/27/2020,,,,2,Eutrochium fistulosum,0,0,0,NA,NA,Y,N,dead,
AUS,2,019_X_CnEp_AUS,46,3,6,2,7/27/2020,,,,1,Chamaecrista nictitans,13,9,0,3.1,1.7,N,N,leaf folded: possible measurement innacuacy,
AUS,2,019_X_CnEp_AUS,46,3,6,2,7/27/2020,,,,2,Eutrochium fistulosum,7,8,3,4.8,2.9,N,N,,
AUS,2,050_N_CnEp_AUS,47,3,7,2,7/27/2020,,,,1,Chamaecrista nictitans,27,10,0,3.2,1.9,N,N,,
AUS,2,050_N_CnEp_AUS,47,3,7,2,7/27/2020,,,,2,Eutrochium fistulosum,0,0,5,NA,NA,Y,N,dead,
AUS,2,027_X_EpEv_AUS,48,3,8,2,7/27/2020,,,,1,Eutrochium fistulosum,22,10,3,2.1,1.2,N,N,,
AUS,2,027_X_EpEv_AUS,48,3,8,2,7/27/2020,,,,2,Elymus virginicus,5,2,2,12.2,0.4,N,N,,
AUS,2,028_X_EpEv_AUS,49,3,9,2,7/27/2020,,,,1,Eutrochium fistulosum,25,3,4,14,5.7,N,N,,
AUS,2,028_X_EpEv_AUS,49,3,9,2,7/27/2020,,,,2,Elymus virginicus,3,1,3,14.1,0.4,N,N,,
AUS,2,049_N_CnEp_AUS,50,3,10,2,7/27/2020,,,,1,Chamaecrista nictitans,7,4,1,2.7,1.4,N,N,leaf folded: possible measurement innacuacy,
AUS,2,049_N_CnEp_AUS,50,3,10,2,7/27/2020,,,,2,Eutrochium fistulosum,16,10,1,2.6,2.05,Y,N,dead,If dead - how is there a measurement? 
AUS,2,048_N_CnEp_AUS,51,3,11,2,7/27/2020,,,,1,Chamaecrista nictitans,19,9,0,2.6,2,N,N,,
AUS,2,048_N_CnEp_AUS,51,3,11,2,7/27/2020,,,,2,Eutrochium fistulosum,0,0,0,NA,NA,Y,N,dead,
AUS,2,006_X_EpEp_AUS,52,3,12,2,7/27/2020,,,,1,Eutrochium fistulosum,4,1,5,1.5,0.9,N,N,,
AUS,2,006_X_EpEp_AUS,52,3,12,2,7/27/2020,,,,2,Eutrochium fistulosum,7,6,3,3.2,1.8,N,N,,
AUS,2,005_X_CnCn_AUS,53,3,13,2,7/27/2020,,,,1,Chamaecrista nictitans,32,9,0,3.9,2.6,N,N,,
AUS,2,005_X_CnCn_AUS,53,3,13,2,7/27/2020,,,,2,Chamaecrista nictitans,48,19,2,3.15,2.5,N,N,,
AUS,2,038_N_EpEp_AUS,54,3,14,2,7/27/2020,,,,1,Eutrochium fistulosum,0,7,0,NA,NA,N,Y,main stalk dead. resprouts at bottom,
AUS,2,038_N_EpEp_AUS,54,3,14,2,7/27/2020,,,,2,Eutrochium fistulosum,0,5,0,NA,NA,N,Y,main stalk dead. resprouts at bottom,
AUS,2,045_N_EvEv_AUS,55,3,15,2,7/27/2020,,,,1,Elymus virginicus,2,1,2,11,0.2,N,N,,
AUS,2,045_N_EvEv_AUS,55,3,15,2,7/27/2020,,,,2,Elymus virginicus,3,2,2,12.9,0.25,N,N,,
AUS,2,036_N_EpEp_AUS,56,3,16,2,7/27/2020,,,,1,Eutrochium fistulosum,8,18,5,7.2,3.1,N,N,,
AUS,2,036_N_EpEp_AUS,56,3,16,2,7/27/2020,,,,2,Eutrochium fistulosum,0,0,0,NA,NA,Y,N,dead,
AUS,2,018_X_CnEp_AUS,57,3,17,2,7/27/2020,,,,1,Chamaecrista nictitans,8,4,0,3.15,2.5,N,N,,
AUS,2,018_X_CnEp_AUS,57,3,17,2,7/27/2020,,,,2,Eutrochium fistulosum,0,0,6,NA,NA,Y,N,dead,
AUS,2,042_N_EvEv_AUS,58,3,18,2,7/27/2020,,,,1,Elymus virginicus,4,2,2,12.1,0.45,N,N,,
AUS,2,042_N_EvEv_AUS,58,3,18,2,7/27/2020,,,,2,Elymus virginicus,3,1,3,9.4,0.3,N,N,,
AUS,2,053_N_CnEv_AUS,59,3,19,2,7/27/2020,,,,1,Chamaecrista nictitans,27,10,0,2.65,2.5,N,N,,
AUS,2,053_N_CnEv_AUS,59,3,19,2,7/27/2020,,,,2,Elymus virginicus,3,1,2,8.8,0.2,N,N,,
AUS,2,012_X_EvEv_AUS,60,3,20,2,7/27/2020,,,,1,Elymus virginicus,5,1,4,15,0.4,N,N,,
AUS,2,012_X_EvEv_AUS,60,3,20,2,7/27/2020,,,,2,Elymus virginicus,3,1,2,6.7,0.15,N,N,,
AUS,3,022_X_CnEv_AUS,1,1,1,3,8/3/2020,,,,1,Chamaecrista nictitans,71,20,0,5.15,2.6,N,N,,
AUS,3,022_X_CnEv_AUS,1,1,1,3,8/3/2020,,,,2,Elymus virginicus,4,2,4,14.1,0.5,N,N,,
AUS,3,048_N_CnEp_AUS,2,1,2,3,8/3/2020,,,,1,Chamaecrista nictitans,30,17,0,3.5,2.3,N,N,,
AUS,3,048_N_CnEp_AUS,2,1,2,3,8/3/2020,,,,2,Eutrochium fistulosum,5,5,0,1.2,0.6,N,Y,main stalk dead. measured resprout,
AUS,3,051_N_CnEv_AUS,3,1,3,3,8/3/2020,,,,1,Chamaecrista nictitans,2,4,8,2.8,2.1,N,N,,
AUS,3,051_N_CnEv_AUS,3,1,3,3,8/3/2020,,,,2,Elymus virginicus,5,1,3,14.4,0.6,N,N,,
AUS,3,024_X_CnEv_AUS,4,1,4,3,8/3/2020,,,,1,Chamaecrista nictitans,19,12,6,3.3,2.4,N,N,,
AUS,3,024_X_CnEv_AUS,4,1,4,3,8/3/2020,,,,2,Elymus virginicus,4,1,2,8.6,0.25,N,N,,
AUS,3,017_X_CnEp_AUS,5,1,5,3,8/3/2020,,,,1,Chamaecrista nictitans,23,7,0,3.1,2.1,N,N,,
AUS,3,017_X_CnEp_AUS,5,1,5,3,8/3/2020,,,,2,Eutrochium fistulosum,8,2,0,2.6,1.5,N,N,,
AUS,3,041_N_EvEv_AUS,6,1,6,3,8/3/2020,,,,1,Elymus virginicus,4,1,4,13.5,0.35,N,N,,
AUS,3,041_N_EvEv_AUS,6,1,6,3,8/3/2020,,,,2,Elymus virginicus,2,1,4,6.9,0.2,N,N,,
AUS,3,007_X_EpEp_AUS,7,1,7,3,8/3/2020,,,,1,Eutrochium fistulosum,14,6,0,2.8,1.7,N,Y,main stalk dead. measured resprout,
AUS,3,007_X_EpEp_AUS,7,1,7,3,8/3/2020,,,,2,Eutrochium fistulosum,0,0,0,NA,NA,Y,N,dead,
AUS,3,053_N_CnEv_AUS,8,1,8,3,8/3/2020,,,,1,Chamaecrista nictitans,42,14,0,3.3,2.9,N,N,,
AUS,3,053_N_CnEv_AUS,8,1,8,3,8/3/2020,,,,2,Elymus virginicus,4,1,2,8.9,0.28,N,N,,
AUS,3,025_X_CnEv_AUS,9,1,9,3,8/3/2020,,,,1,Chamaecrista nictitans,49,16,4,3,2,N,N,,
AUS,3,025_X_CnEv_AUS,9,1,9,3,8/3/2020,,,,2,Elymus virginicus,5,1,3,14.8,0.4,N,N,,
AUS,3,021_X_CnEv_AUS,10,1,10,3,8/3/2020,,,,1,Chamaecrista nictitans,72,30,0,4.5,2.6,N,N,,
AUS,3,021_X_CnEv_AUS,10,1,10,3,8/3/2020,,,,2,Elymus virginicus,3,1,6,14.8,0.3,N,N,,
AUS,3,001_X_CnCn_AUS,11,1,11,3,8/3/2020,,,,1,Chamaecrista nictitans,26,11,0,3.2,2.4,N,N,leaf closed. possible measurement inaccuracy,
AUS,3,001_X_CnCn_AUS,11,1,11,3,8/3/2020,,,,2,Chamaecrista nictitans,37,19,0,3.7,2.1,N,N,leaf closed. possible measurement inaccuracy,
